EmployeeID,Name,Department,Region,Gender,Age,Salary,JoiningDate,PerformanceScore,Sales
3227,Employee_3227,IT,East,Female,50.0,43936.0,2023-11-01,5.0,4007.0
1071,Employee_1071,Marketing,East,Male,34.0,97439.0,2017-12-06,3.0,6460.0
1776,Employee_1776,Finance,West,Male,52.0,96704.0,2019-11-11,4.0,30171.0
4858,Employee_4858,Marketing,East,Male,41.0,83158.0,2028-04-19,2.0,42018.0
1284,Employee_1284,HR,West,Female,53.0,118487.0,2018-07-07,5.0,6450.0
3113,Employee_3113,Marketing,South,Male,47.0,81268.0,2023-07-10,1.0,23206.0
4803,Employee_4803,Sales,North,Female,59.0,53750.0,2028-02-24,1.0,10938.0
1837,Employee_1837,Sales,East,Male,26.0,37838.0,2020-01-11,1.0,25068.0
4287,Employee_4287,Marketing,South,Female,34.0,47297.0,2026-09-26,5.0,43727.0
1020,Employee_1020,Finance,West,Male,43.0,32106.0,2017-10-16,1.0,25551.0
3272,Employee_3272,Finance,South,Female,28.0,46491.0,2023-12-16,5.0,24053.0
1327,Employee_1327,IT,South,Female,47.0,97576.0,2018-08-19,4.0,19946.0
476,Employee_476,Marketing,East,Male,32.0,104888.0,2016-04-20,5.0,27766.0
3517,Employee_3517,Marketing,East,Male,49.0,119288.0,2024-08-17,3.0,32492.0
1652,Employee_1652,IT,West,Female,33.0,88630.0,2019-07-10,4.0,12221.0
4078,Employee_4078,Finance,East,Male,25.0,114624.0,2026-03-01,2.0,34880.0
4330,Employee_4330,IT,East,Male,24.0,78339.0,2026-11-08,5.0,22380.0
4484,Employee_4484,IT,North,Female,39.0,60192.0,2027-04-11,3.0,48674.0
2524,Employee_2524,Marketing,East,Female,38.0,58071.0,2021-11-28,3.0,30225.0
2635,Employee_2635,Sales,South,Female,42.0,60688.0,2022-03-19,2.0,46255.0
1374,Employee_1374,IT,East,Female,50.0,67827.0,2018-10-05,4.0,31012.0
740,Employee_740,Marketing,South,Male,43.0,75302.0,2017-01-09,3.0,41614.0
3692,Employee_3692,Finance,North,Female,,107354.0,2025-02-08,4.0,5309.0
4785,Employee_4785,Sales,North,Male,32.0,57186.0,2028-02-06,4.0,28943.0
868,Employee_868,Marketing,West,Female,33.0,54400.0,2017-05-17,1.0,40134.0
1141,Employee_1141,Marketing,South,Female,48.0,106574.0,2018-02-14,1.0,44899.0
998,Employee_998,Sales,West,Female,46.0,63149.0,2017-09-24,3.0,3860.0
1338,Employee_1338,Sales,East,Male,53.0,90044.0,2018-08-30,5.0,6142.0
542,Employee_542,HR,South,Male,49.0,38036.0,2016-06-25,2.0,34483.0
1100,Employee_1100,HR,East,Male,32.0,112097.0,2018-01-04,4.0,39550.0
1133,Employee_1133,Marketing,South,Male,33.0,59473.0,2018-02-06,1.0,3204.0
4902,Employee_4902,IT,South,Female,57.0,55979.0,2028-06-02,5.0,11103.0
4899,Employee_4899,Marketing,West,Female,36.0,74280.0,2028-05-30,2.0,3005.0
2259,Employee_2259,HR,South,Male,59.0,78435.0,2021-03-08,3.0,13639.0
4066,Employee_4066,Sales,North,Male,50.0,110228.0,2026-02-17,5.0,3515.0
60,Employee_60,HR,East,Female,32.0,42938.0,2015-03-01,1.0,23104.0
2943,Employee_2943,Finance,North,Male,27.0,90873.0,2023-01-21,5.0,34514.0
1939,Employee_1939,Finance,North,Male,37.0,101942.0,2020-04-22,1.0,31650.0
2628,Employee_2628,IT,South,Male,49.0,89611.0,2022-03-12,2.0,41397.0
4987,Employee_4987,Marketing,East,Male,41.0,39705.0,2028-08-26,2.0,20962.0
1079,Employee_1079,IT,East,Female,45.0,68653.0,2017-12-14,2.0,43277.0
2978,Employee_2978,Marketing,South,Male,41.0,82184.0,2023-02-25,4.0,9431.0
4881,Employee_4881,HR,South,Female,34.0,39630.0,2028-05-12,4.0,28890.0
2536,Employee_2536,Marketing,North,Female,44.0,98669.0,2021-12-10,4.0,37273.0
941,Employee_941,HR,North,Male,28.0,51305.0,2017-07-29,2.0,37909.0
1081,Employee_1081,Sales,South,Female,,38576.0,2017-12-16,1.0,46147.0
188,Employee_188,Sales,South,Female,,118896.0,2015-07-07,3.0,20336.0
2687,Employee_2687,Marketing,North,Female,40.0,36073.0,2022-05-10,4.0,49922.0
2086,Employee_2086,HR,East,Female,34.0,61000.0,2020-09-16,1.0,40566.0
2250,Employee_2250,Sales,South,Female,41.0,104397.0,2021-02-27,2.0,13617.0
4941,Employee_4941,HR,West,Female,38.0,36880.0,2028-07-11,3.0,40982.0
2024,Employee_2024,Marketing,West,Male,32.0,112089.0,2020-07-16,1.0,7889.0
3783,Employee_3783,IT,South,Male,26.0,56925.0,2025-05-10,5.0,21593.0
1493,Employee_1493,Sales,West,Male,57.0,62532.0,2019-02-01,1.0,28620.0
3680,Employee_3680,HR,East,Male,56.0,78166.0,2025-01-27,2.0,14407.0
227,Employee_227,HR,West,Male,47.0,57606.0,2015-08-15,1.0,34291.0
3371,Employee_3371,Marketing,West,Female,53.0,108053.0,2024-03-24,1.0,41077.0
1930,Employee_1930,Marketing,West,Male,31.0,45852.0,2020-04-13,2.0,45303.0
3642,Employee_3642,IT,East,Male,23.0,,2024-12-20,1.0,10041.0
4535,Employee_4535,Marketing,North,Female,27.0,50791.0,2027-06-01,5.0,16996.0
1405,Employee_1405,Sales,North,Female,53.0,79028.0,2018-11-05,4.0,18470.0
2180,Employee_2180,IT,South,Male,52.0,37087.0,2020-12-19,5.0,26507.0
698,Employee_698,HR,South,Male,24.0,74134.0,2016-11-28,3.0,19728.0
1125,Employee_1125,Marketing,East,Male,59.0,34318.0,2018-01-29,1.0,16552.0
2891,Employee_2891,Marketing,South,Male,37.0,76205.0,2022-11-30,4.0,19708.0
2979,Employee_2979,HR,East,Male,22.0,113247.0,2023-02-26,4.0,33370.0
1779,Employee_1779,Sales,East,Male,30.0,100779.0,2019-11-14,1.0,41876.0
2918,Employee_2918,Marketing,South,Male,59.0,119754.0,2022-12-27,5.0,4993.0
1038,Employee_1038,IT,South,Female,42.0,106190.0,2017-11-03,1.0,
4218,Employee_4218,Finance,South,Male,38.0,52735.0,2026-07-19,4.0,41408.0
2257,Employee_2257,Marketing,East,Female,28.0,70955.0,2021-03-06,3.0,25264.0
314,Employee_314,Sales,East,Female,41.0,106544.0,2015-11-10,1.0,10042.0
2282,Employee_2282,IT,South,Male,54.0,39909.0,2021-03-31,3.0,30569.0
1417,Employee_1417,Sales,South,Female,51.0,72873.0,2018-11-17,,35302.0
1037,Employee_1037,HR,South,Female,56.0,79631.0,2017-11-02,4.0,73.0
2160,Employee_2160,Marketing,South,Female,33.0,93265.0,2020-11-29,1.0,41421.0
4206,Employee_4206,HR,East,Female,44.0,49121.0,2026-07-07,4.0,16771.0
1755,Employee_1755,IT,East,Male,29.0,69278.0,2019-10-21,5.0,12002.0
3177,Employee_3177,Sales,North,Male,48.0,51037.0,2023-09-12,2.0,28197.0
4304,Employee_4304,HR,South,Female,31.0,80050.0,2026-10-13,5.0,10985.0
2752,Employee_2752,HR,East,Female,35.0,39963.0,2022-07-14,2.0,24966.0
3274,Employee_3274,Finance,South,Male,46.0,69062.0,2023-12-18,1.0,5507.0
3414,Employee_3414,HR,North,Male,42.0,78039.0,2024-05-06,5.0,36224.0
3500,Employee_3500,Finance,North,Male,34.0,43767.0,2024-07-31,1.0,27161.0
1507,Employee_1507,Sales,South,Female,32.0,46983.0,2019-02-15,1.0,18759.0
1924,Employee_1924,IT,North,Female,30.0,103823.0,2020-04-07,,22084.0
449,Employee_449,Sales,South,Male,35.0,117081.0,2016-03-24,2.0,32668.0
2489,Employee_2489,Marketing,East,Female,36.0,92293.0,2021-10-24,1.0,47180.0
2577,Employee_2577,Finance,South,Male,58.0,36677.0,2022-01-20,4.0,27892.0
1085,Employee_1085,Finance,East,Female,33.0,100780.0,2017-12-20,2.0,7069.0
4991,Employee_4991,Sales,West,Female,40.0,81750.0,2028-08-30,1.0,16679.0
362,Employee_362,Finance,East,Female,35.0,106944.0,2015-12-28,5.0,31356.0
2184,Employee_2184,IT,West,Female,35.0,63400.0,2020-12-23,3.0,13057.0
1135,Employee_1135,IT,South,Female,46.0,43679.0,2018-02-08,4.0,10696.0
3957,Employee_3957,HR,West,Female,25.0,65776.0,2025-10-31,1.0,34494.0
2156,Employee_2156,Finance,South,Male,46.0,110893.0,2020-11-25,2.0,10773.0
1831,Employee_1831,IT,North,Female,51.0,65919.0,2020-01-05,3.0,42856.0
1054,Employee_1054,Sales,East,Male,37.0,83450.0,2017-11-19,3.0,31955.0
2461,Employee_2461,Finance,North,Female,39.0,51414.0,2021-09-26,3.0,33124.0
23,Employee_23,Finance,West,Male,42.0,33487.0,2015-01-23,1.0,16471.0
2067,Employee_2067,Sales,South,Female,55.0,,2020-08-28,2.0,17259.0
1654,Employee_1654,Finance,North,Female,50.0,81715.0,2019-07-12,3.0,39790.0
2639,Employee_2639,IT,North,Male,53.0,46321.0,2022-03-23,1.0,603.0
3277,Employee_3277,HR,West,Male,46.0,,2023-12-21,2.0,3655.0
3882,Employee_3882,IT,North,Female,21.0,30184.0,2025-08-17,5.0,43787.0
4111,Employee_4111,Marketing,East,Female,20.0,118177.0,2026-04-03,5.0,22123.0
2469,Employee_2469,Marketing,West,Male,29.0,98196.0,2021-10-04,5.0,49214.0
2326,Employee_2326,IT,East,Male,41.0,84176.0,2021-05-14,3.0,23349.0
461,Employee_461,Sales,South,Male,38.0,31987.0,2016-04-05,2.0,30375.0
1068,Employee_1068,Marketing,North,Male,41.0,88139.0,2017-12-03,4.0,160.0
88,Employee_88,Sales,North,Female,57.0,55476.0,2015-03-29,4.0,2411.0
1431,Employee_1431,HR,North,Female,47.0,39864.0,2018-12-01,2.0,31510.0
2700,Employee_2700,Marketing,North,Male,25.0,101791.0,2022-05-23,3.0,11060.0
283,Employee_283,Sales,East,Female,25.0,31776.0,2015-10-10,3.0,20801.0
2484,Employee_2484,HR,West,Male,29.0,99216.0,2021-10-19,1.0,24428.0
463,Employee_463,Marketing,South,Male,57.0,67597.0,2016-04-07,1.0,45005.0
213,Employee_213,IT,North,Female,33.0,45667.0,2015-08-01,2.0,15925.0
3871,Employee_3871,HR,South,Female,30.0,52991.0,2025-08-06,3.0,48068.0
1369,Employee_1369,Finance,South,Male,35.0,87563.0,2018-09-30,2.0,43758.0
235,Employee_235,Sales,North,Female,27.0,103185.0,2015-08-23,5.0,17000.0
2826,Employee_2826,IT,South,Male,30.0,86764.0,2022-09-26,3.0,203.0
598,Employee_598,Marketing,West,Male,52.0,92758.0,2016-08-20,5.0,19196.0
4465,Employee_4465,IT,West,Male,55.0,107875.0,2027-03-23,1.0,19068.0
2251,Employee_2251,Sales,East,Female,28.0,115814.0,2021-02-28,2.0,28304.0
4109,Employee_4109,Finance,South,Male,48.0,115697.0,2026-04-01,2.0,41706.0
2284,Employee_2284,Sales,East,Female,41.0,109382.0,2021-04-02,5.0,45166.0
663,Employee_663,Sales,North,Female,47.0,34743.0,2016-10-24,5.0,1475.0
795,Employee_795,Finance,North,Male,56.0,64488.0,2017-03-05,2.0,14635.0
2286,Employee_2286,Finance,South,Female,41.0,58013.0,2021-04-04,4.0,35623.0
4765,Employee_4765,Marketing,West,Male,42.0,44772.0,2028-01-17,2.0,23365.0
3259,Employee_3259,Marketing,West,Male,48.0,117750.0,2023-12-03,4.0,49305.0
2551,Employee_2551,Finance,North,Male,23.0,79738.0,2021-12-25,3.0,19188.0
3700,Employee_3700,IT,South,Female,33.0,33244.0,2025-02-16,5.0,39404.0
780,Employee_780,Sales,East,Male,58.0,33878.0,2017-02-18,2.0,2027.0
4770,Employee_4770,HR,North,Female,42.0,47938.0,2028-01-22,1.0,32952.0
3495,Employee_3495,HR,East,Male,46.0,96851.0,2024-07-26,2.0,39070.0
3354,Employee_3354,Finance,South,Male,57.0,51553.0,2024-03-07,4.0,34484.0
3263,Employee_3263,Sales,East,Male,24.0,89893.0,2023-12-07,5.0,34787.0
4885,Employee_4885,Finance,West,Female,27.0,61607.0,2028-05-16,5.0,24226.0
686,Employee_686,Sales,South,Female,42.0,43181.0,2016-11-16,2.0,46760.0
3415,Employee_3415,Sales,East,Male,52.0,38896.0,2024-05-07,1.0,10876.0
2803,Employee_2803,Finance,North,Male,59.0,75435.0,2022-09-03,5.0,42268.0
4473,Employee_4473,Marketing,South,Male,25.0,113967.0,2027-03-31,2.0,17390.0
2172,Employee_2172,Sales,South,Female,29.0,103480.0,2020-12-11,5.0,48081.0
3751,Employee_3751,Sales,East,Female,40.0,98106.0,2025-04-08,,29454.0
1851,Employee_1851,HR,North,Female,53.0,81033.0,2020-01-25,5.0,22407.0
488,Employee_488,IT,North,Female,20.0,119017.0,2016-05-02,4.0,31528.0
1689,Employee_1689,Marketing,North,Female,31.0,,2019-08-16,1.0,11085.0
2231,Employee_2231,Marketing,North,Male,56.0,100089.0,2021-02-08,2.0,40510.0
4940,Employee_4940,Sales,North,Female,42.0,47701.0,2028-07-10,1.0,27007.0
2321,Employee_2321,HR,South,Female,59.0,105756.0,2021-05-09,5.0,48742.0
783,Employee_783,Sales,North,Male,32.0,50881.0,2017-02-21,5.0,28426.0
522,Employee_522,Sales,North,Female,57.0,51552.0,2016-06-05,3.0,49733.0
523,Employee_523,Finance,South,Female,31.0,110227.0,2016-06-06,5.0,33563.0
2896,Employee_2896,Sales,East,Male,20.0,46893.0,2022-12-05,3.0,25382.0
4031,Employee_4031,Sales,East,Male,23.0,63443.0,2026-01-13,2.0,26950.0
2399,Employee_2399,Marketing,West,Male,42.0,56570.0,2021-07-26,5.0,24818.0
2208,Employee_2208,IT,East,Male,29.0,58478.0,2021-01-16,5.0,10124.0
3906,Employee_3906,IT,West,Female,26.0,,2025-09-10,1.0,14432.0
3623,Employee_3623,Marketing,South,Male,42.0,45615.0,2024-12-01,1.0,16520.0
3811,Employee_3811,IT,North,Male,,89273.0,2025-06-07,2.0,23740.0
2880,Employee_2880,IT,East,Female,51.0,56093.0,2022-11-19,4.0,7935.0
1512,Employee_1512,HR,South,Female,27.0,81039.0,2019-02-20,2.0,6248.0
1883,Employee_1883,Marketing,South,Male,49.0,117919.0,2020-02-26,3.0,49410.0
652,Employee_652,HR,South,Male,29.0,81057.0,2016-10-13,3.0,4485.0
2844,Employee_2844,Sales,West,Male,30.0,117508.0,2022-10-14,2.0,35314.0
3814,Employee_3814,Finance,South,Female,34.0,117852.0,2025-06-10,3.0,48241.0
370,Employee_370,Marketing,West,Male,33.0,114946.0,2016-01-05,1.0,21168.0
4386,Employee_4386,Sales,South,Female,25.0,61734.0,2027-01-03,,46693.0
119,Employee_119,Sales,South,Female,57.0,44999.0,2015-04-29,2.0,3532.0
3886,Employee_3886,IT,West,Male,31.0,108727.0,2025-08-21,4.0,46730.0
3097,Employee_3097,IT,South,Female,51.0,94927.0,2023-06-24,3.0,33012.0
2217,Employee_2217,HR,North,Male,36.0,38294.0,2021-01-25,4.0,25941.0
3613,Employee_3613,Finance,South,Male,44.0,100639.0,2024-11-21,5.0,20620.0
1614,Employee_1614,Finance,East,Male,34.0,96103.0,2019-06-02,1.0,42928.0
4074,Employee_4074,Sales,West,Male,49.0,51515.0,2026-02-25,5.0,26615.0
963,Employee_963,HR,North,Female,29.0,52152.0,2017-08-20,1.0,1148.0
2511,Employee_2511,HR,West,Male,46.0,56709.0,2021-11-15,3.0,31308.0
3618,Employee_3618,Sales,South,Female,51.0,35257.0,2024-11-26,4.0,860.0
2881,Employee_2881,IT,West,Female,45.0,62525.0,2022-11-20,3.0,30029.0
3514,Employee_3514,IT,South,Male,43.0,99678.0,2024-08-14,4.0,24769.0
3095,Employee_3095,IT,West,Male,48.0,55165.0,2023-06-22,5.0,22182.0
2416,Employee_2416,Marketing,North,Female,26.0,50764.0,2021-08-12,3.0,15637.0
4702,Employee_4702,IT,East,Male,43.0,56295.0,2027-11-15,1.0,37844.0
4281,Employee_4281,Finance,North,Male,25.0,59677.0,2026-09-20,1.0,41378.0
2186,Employee_2186,Sales,West,Male,53.0,77316.0,2020-12-25,3.0,34250.0
4363,Employee_4363,IT,East,Female,47.0,117746.0,2026-12-11,2.0,37486.0
2568,Employee_2568,Sales,East,Male,32.0,60138.0,2022-01-11,1.0,47196.0
2038,Employee_2038,HR,East,Male,,40304.0,2020-07-30,2.0,33224.0
4306,Employee_4306,IT,West,Female,36.0,95638.0,2026-10-15,3.0,46203.0
773,Employee_773,Finance,West,Female,20.0,47507.0,2017-02-11,1.0,20930.0
1285,Employee_1285,Marketing,East,Female,,84017.0,2018-07-08,5.0,42999.0
4650,Employee_4650,HR,North,Male,41.0,101622.0,2027-09-24,2.0,5291.0
4786,Employee_4786,HR,East,Male,20.0,60267.0,2028-02-07,5.0,22315.0
4622,Employee_4622,Sales,West,Female,22.0,40191.0,2027-08-27,2.0,8495.0
1415,Employee_1415,Sales,North,Male,37.0,39622.0,2018-11-15,1.0,28499.0
1235,Employee_1235,HR,North,Female,26.0,117402.0,2018-05-19,1.0,31172.0
3478,Employee_3478,IT,West,Male,26.0,44941.0,2024-07-09,4.0,12148.0
436,Employee_436,Finance,North,Male,25.0,30981.0,2016-03-11,4.0,33823.0
1675,Employee_1675,Marketing,South,Female,20.0,111099.0,2019-08-02,4.0,43362.0
366,Employee_366,Marketing,East,Male,56.0,110459.0,2016-01-01,5.0,17490.0
4906,Employee_4906,IT,West,Female,34.0,102964.0,2028-06-06,4.0,30494.0
232,Employee_232,Sales,North,Female,56.0,97782.0,2015-08-20,5.0,46342.0
4312,Employee_4312,IT,South,Female,20.0,106788.0,2026-10-21,2.0,39215.0
148,Employee_148,IT,South,Female,21.0,62089.0,2015-05-28,4.0,22683.0
4444,Employee_4444,Sales,North,Female,35.0,107614.0,2027-03-02,2.0,1953.0
408,Employee_408,Finance,East,Female,43.0,70285.0,2016-02-12,2.0,14928.0
2091,Employee_2091,Marketing,South,Female,29.0,88855.0,2020-09-21,2.0,44511.0
87,Employee_87,Sales,South,Male,51.0,81431.0,2015-03-28,3.0,13156.0
845,Employee_845,Marketing,North,Male,46.0,53279.0,2017-04-24,1.0,43058.0
1032,Employee_1032,HR,North,Male,33.0,112164.0,2017-10-28,,3747.0
2684,Employee_2684,HR,West,Male,40.0,67371.0,2022-05-07,4.0,49128.0
4609,Employee_4609,Sales,West,Female,37.0,108819.0,2027-08-14,4.0,33748.0
2779,Employee_2779,IT,North,Female,39.0,62357.0,2022-08-10,4.0,4069.0
3296,Employee_3296,Finance,North,Male,49.0,59999.0,2024-01-09,4.0,9231.0
2907,Employee_2907,IT,South,Male,27.0,78005.0,2022-12-16,4.0,37394.0
856,Employee_856,Finance,West,Female,40.0,98264.0,2017-05-05,5.0,4343.0
79,Employee_79,Finance,North,Male,53.0,73007.0,2015-03-20,1.0,15942.0
2248,Employee_2248,Marketing,North,Female,30.0,111983.0,2021-02-25,4.0,39007.0
4616,Employee_4616,IT,South,Female,54.0,71348.0,2027-08-21,3.0,41758.0
3730,Employee_3730,Sales,East,Female,37.0,94926.0,2025-03-18,2.0,46398.0
4088,Employee_4088,Marketing,North,Male,48.0,90692.0,2026-03-11,3.0,
2969,Employee_2969,HR,North,Male,42.0,113220.0,2023-02-16,4.0,36148.0
2280,Employee_2280,Sales,West,Male,30.0,114620.0,2021-03-29,5.0,20634.0
2650,Employee_2650,Marketing,West,Male,43.0,97114.0,2022-04-03,1.0,819.0
4202,Employee_4202,IT,West,Female,24.0,72591.0,2026-07-03,5.0,23625.0
3947,Employee_3947,IT,West,Male,58.0,77918.0,2025-10-21,2.0,35539.0
3497,Employee_3497,HR,South,Female,36.0,117089.0,2024-07-28,5.0,45375.0
2177,Employee_2177,Sales,West,Female,46.0,66907.0,2020-12-16,3.0,6063.0
425,Employee_425,IT,West,Female,33.0,114600.0,2016-02-29,2.0,49949.0
393,Employee_393,Marketing,East,Male,56.0,71911.0,2016-01-28,4.0,21875.0
4775,Employee_4775,Finance,East,Female,34.0,62822.0,2028-01-27,2.0,6174.0
3484,Employee_3484,Finance,West,Male,21.0,44909.0,2024-07-15,1.0,20708.0
105,Employee_105,Sales,North,Male,36.0,39241.0,2015-04-15,3.0,38907.0
3033,Employee_3033,HR,West,Female,46.0,101192.0,2023-04-21,5.0,10919.0
2623,Employee_2623,Finance,North,Female,53.0,118456.0,2022-03-07,1.0,32506.0
3201,Employee_3201,Sales,West,Female,44.0,108040.0,2023-10-06,,20752.0
3896,Employee_3896,Sales,North,Male,28.0,85113.0,2025-08-31,1.0,36862.0
1949,Employee_1949,HR,North,Female,39.0,97539.0,2020-05-02,4.0,22415.0
1460,Employee_1460,Marketing,West,Male,43.0,42100.0,2018-12-30,1.0,260.0
3324,Employee_3324,Finance,South,Female,57.0,83812.0,2024-02-06,1.0,19530.0
2861,Employee_2861,Finance,South,Male,46.0,68487.0,2022-10-31,3.0,37018.0
2760,Employee_2760,Finance,East,Female,45.0,90436.0,2022-07-22,4.0,48443.0
4839,Employee_4839,IT,North,Female,20.0,51773.0,2028-03-31,2.0,5238.0
1588,Employee_1588,Sales,West,Male,55.0,91717.0,2019-05-07,3.0,46483.0
3733,Employee_3733,Finance,West,Male,54.0,45007.0,2025-03-21,4.0,7413.0
1732,Employee_1732,HR,North,Male,57.0,97238.0,2019-09-28,5.0,41588.0
4814,Employee_4814,Marketing,East,Female,,47957.0,2028-03-06,2.0,49346.0
3787,Employee_3787,Sales,East,Female,30.0,77731.0,2025-05-14,4.0,16737.0
3755,Employee_3755,Marketing,East,Female,,111434.0,2025-04-12,5.0,22064.0
1792,Employee_1792,Marketing,North,Male,55.0,76032.0,2019-11-27,5.0,39635.0
2356,Employee_2356,Sales,East,Female,51.0,85701.0,2021-06-13,3.0,17305.0
1941,Employee_1941,HR,East,Male,57.0,100831.0,2020-04-24,5.0,17238.0
703,Employee_703,HR,East,Male,24.0,99283.0,2016-12-03,3.0,1628.0
2443,Employee_2443,HR,East,Female,47.0,51661.0,2021-09-08,1.0,19309.0
4461,Employee_4461,IT,South,Male,46.0,47899.0,2027-03-19,3.0,15389.0
497,Employee_497,IT,South,Male,26.0,74885.0,2016-05-11,3.0,17276.0
465,Employee_465,HR,North,Male,43.0,57868.0,2016-04-09,4.0,10082.0
3102,Employee_3102,HR,North,Male,59.0,50319.0,2023-06-29,5.0,15556.0
4378,Employee_4378,IT,South,Male,22.0,55650.0,2026-12-26,4.0,26811.0
173,Employee_173,HR,South,Female,45.0,107991.0,2015-06-22,4.0,14157.0
4457,Employee_4457,HR,East,Male,49.0,51959.0,2027-03-15,4.0,38294.0
4846,Employee_4846,HR,East,Female,26.0,94372.0,2028-04-07,2.0,28179.0
2541,Employee_2541,HR,East,Male,58.0,87924.0,2021-12-15,4.0,15156.0
4810,Employee_4810,IT,West,Female,55.0,59104.0,2028-03-02,3.0,5427.0
3011,Employee_3011,Finance,North,Female,44.0,102082.0,2023-03-30,4.0,6959.0
2261,Employee_2261,HR,North,Female,20.0,41246.0,2021-03-10,3.0,48256.0
2113,Employee_2113,Sales,North,Female,47.0,82712.0,2020-10-13,4.0,46304.0
901,Employee_901,IT,South,Female,31.0,92278.0,2017-06-19,4.0,23267.0
1447,Employee_1447,Marketing,South,Female,32.0,61261.0,2018-12-17,3.0,13967.0
4951,Employee_4951,IT,South,Male,41.0,117637.0,2028-07-21,2.0,2236.0
742,Employee_742,Marketing,North,Female,23.0,38039.0,2017-01-11,5.0,19188.0
2294,Employee_2294,Finance,West,Female,23.0,31135.0,2021-04-12,3.0,16262.0
2453,Employee_2453,Marketing,North,Male,54.0,,2021-09-18,1.0,33040.0
2806,Employee_2806,Sales,West,Male,36.0,37088.0,2022-09-06,4.0,
4129,Employee_4129,Sales,East,Female,36.0,55402.0,2026-04-21,4.0,434.0
1207,Employee_1207,Finance,South,Male,45.0,87184.0,2018-04-21,4.0,11737.0
510,Employee_510,Sales,West,Female,22.0,113625.0,2016-05-24,1.0,6445.0
4197,Employee_4197,IT,West,Male,34.0,104828.0,2026-06-28,4.0,39049.0
2673,Employee_2673,Sales,North,Male,55.0,,2022-04-26,4.0,17602.0
2860,Employee_2860,IT,West,Female,55.0,80054.0,2022-10-30,2.0,2967.0
3401,Employee_3401,HR,South,Female,49.0,118249.0,2024-04-23,2.0,21786.0
1550,Employee_1550,Marketing,West,Male,20.0,66079.0,2019-03-30,4.0,868.0
3334,Employee_3334,Finance,North,Female,58.0,119410.0,2024-02-16,4.0,4320.0
2203,Employee_2203,Finance,West,Male,25.0,40691.0,2021-01-11,1.0,30973.0
2567,Employee_2567,IT,West,Female,41.0,85034.0,2022-01-10,2.0,37924.0
2733,Employee_2733,Sales,North,Female,42.0,42996.0,2022-06-25,5.0,36343.0
2045,Employee_2045,IT,North,Male,33.0,48312.0,2020-08-06,1.0,15519.0
768,Employee_768,Marketing,South,Female,58.0,68345.0,2017-02-06,5.0,21060.0
4923,Employee_4923,Finance,East,Male,31.0,59179.0,2028-06-23,4.0,39818.0
3812,Employee_3812,IT,South,Female,20.0,71585.0,2025-06-08,1.0,27722.0
422,Employee_422,Finance,East,Female,35.0,64725.0,2016-02-26,,14713.0
124,Employee_124,IT,West,Male,32.0,107994.0,2015-05-04,3.0,12962.0
4205,Employee_4205,IT,North,Female,37.0,94578.0,2026-07-06,3.0,19558.0
2681,Employee_2681,HR,East,Female,51.0,67869.0,2022-05-04,2.0,13893.0
820,Employee_820,Finance,West,Male,54.0,41093.0,2017-03-30,3.0,32764.0
1404,Employee_1404,Sales,South,Female,22.0,78707.0,2018-11-04,4.0,32313.0
1383,Employee_1383,HR,East,Female,35.0,115354.0,2018-10-14,1.0,2208.0
2149,Employee_2149,HR,South,Male,38.0,117457.0,2020-11-18,4.0,14147.0
1576,Employee_1576,IT,South,Male,32.0,90964.0,2019-04-25,2.0,9776.0
1639,Employee_1639,Sales,North,Female,47.0,87225.0,2019-06-27,2.0,38315.0
1796,Employee_1796,Marketing,West,Male,45.0,74838.0,2019-12-01,4.0,36759.0
4865,Employee_4865,Finance,East,Male,48.0,32614.0,2028-04-26,3.0,40812.0
400,Employee_400,HR,West,Female,26.0,66894.0,2016-02-04,2.0,6642.0
2311,Employee_2311,Sales,North,Female,35.0,40511.0,2021-04-29,3.0,48919.0
883,Employee_883,IT,East,Male,22.0,,2017-06-01,3.0,2459.0
643,Employee_643,Marketing,East,Female,22.0,115641.0,2016-10-04,5.0,18725.0
4627,Employee_4627,IT,North,Female,41.0,73726.0,2027-09-01,,29071.0
1353,Employee_1353,Sales,South,Female,21.0,95223.0,2018-09-14,4.0,27768.0
4347,Employee_4347,Finance,North,Female,44.0,105186.0,2026-11-25,4.0,35138.0
4596,Employee_4596,Marketing,West,Male,48.0,98466.0,2027-08-01,,9041.0
2131,Employee_2131,HR,South,Male,21.0,111365.0,2020-10-31,2.0,23423.0
983,Employee_983,Finance,North,Female,38.0,78503.0,2017-09-09,2.0,48028.0
457,Employee_457,Marketing,West,Male,41.0,50156.0,2016-04-01,3.0,32910.0
3602,Employee_3602,Marketing,East,Female,34.0,96296.0,2024-11-10,2.0,40313.0
1080,Employee_1080,HR,North,Male,31.0,58859.0,2017-12-15,4.0,2918.0
1951,Employee_1951,Sales,East,Male,20.0,72747.0,2020-05-04,2.0,1132.0
4359,Employee_4359,IT,South,Female,36.0,113298.0,2026-12-07,2.0,3941.0
690,Employee_690,IT,West,Male,59.0,40862.0,2016-11-20,2.0,42084.0
2430,Employee_2430,Finance,East,Male,57.0,83096.0,2021-08-26,3.0,16068.0
642,Employee_642,Marketing,East,Female,57.0,70376.0,2016-10-03,3.0,48302.0
2393,Employee_2393,HR,West,Male,37.0,111751.0,2021-07-20,1.0,28629.0
1954,Employee_1954,HR,West,Female,42.0,99208.0,2020-05-07,3.0,34847.0
